ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
462722,Female,No,25,No,Homemaker,,Low,4.0,Cat_6,D
462723,Female,Yes,53,No,Artist,8.0,Average,2.0,Cat_6,C
462727,Female,Yes,87,No,Lawyer,0.0,High,2.0,Cat_6,A
462729,Male,No,28,No,Healthcare,1.0,Low,2.0,Cat_6,D
462731,Female,Yes,37,Yes,Artist,7.0,High,3.0,Cat_6,C
462732,Female,Yes,42,Yes,Artist,,Low,1.0,Cat_6,C
462735,Female,Yes,25,No,Artist,1.0,Average,2.0,Cat_1,A
462736,Female,Yes,33,No,Engineer,6.0,Low,3.0,Cat_6,A
462738,Female,No,33,Yes,Healthcare,,Low,3.0,Cat_2,D
462739,Male,Yes,46,Yes,Artist,1.0,Low,2.0,Cat_6,B
462743,Male,No,33,No,Healthcare,2.0,Low,4.0,Cat_3,D
462746,Male,No,26,No,Entertainment,1.0,Low,3.0,Cat_6,D
462747,Male,No,32,No,Doctor,6.0,Low,4.0,Cat_6,D
462752,Female,No,25,No,Healthcare,,Low,1.0,Cat_6,D
462755,Female,No,18,No,Healthcare,1.0,Low,,Cat_6,D
462756,Female,No,22,No,Engineer,0.0,Low,4.0,Cat_6,D
462761,Male,No,19,No,Healthcare,2.0,Low,4.0,Cat_6,D
462762,Male,Yes,46,Yes,Artist,0.0,High,4.0,Cat_6,C
462767,Male,No,19,No,Healthcare,4.0,Low,4.0,Cat_6,D
462768,Male,Yes,45,Yes,Artist,0.0,Average,3.0,Cat_6,C
462776,Female,Yes,52,Yes,Engineer,1.0,Average,3.0,Cat_6,B
462785,Female,Yes,42,Yes,Engineer,,Average,5.0,Cat_3,B
462788,Male,Yes,47,No,Entertainment,1.0,Average,3.0,Cat_3,B
462792,Male,Yes,45,No,Homemaker,,Average,4.0,Cat_6,B
462799,Male,No,32,No,Healthcare,,Low,,Cat_5,D
462804,Male,Yes,41,No,Executive,5.0,High,3.0,Cat_4,A
462807,Female,No,28,Yes,Homemaker,,Low,1.0,Cat_6,D
462810,Male,Yes,37,No,Executive,9.0,High,4.0,Cat_6,A
462814,Female,Yes,20,No,Engineer,8.0,Average,2.0,Cat_5,D
462817,Female,Yes,73,Yes,Lawyer,3.0,Low,1.0,Cat_6,A
462819,Male,Yes,51,Yes,Artist,0.0,Average,3.0,Cat_6,C
462823,Male,Yes,18,Yes,Engineer,,Average,4.0,Cat_6,D
462824,Male,Yes,42,No,Engineer,1.0,Average,3.0,Cat_4,B
462826,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_3,D
462827,Female,No,23,No,Doctor,0.0,Low,3.0,Cat_3,D
462834,Male,Yes,31,Yes,Homemaker,2.0,Low,2.0,Cat_1,D
462838,Female,Yes,33,Yes,Homemaker,1.0,Low,3.0,Cat_5,D
462841,Male,No,21,No,Healthcare,9.0,Low,6.0,Cat_6,D
462845,Male,Yes,51,Yes,Doctor,5.0,Average,7.0,Cat_6,C
462849,Male,Yes,47,Yes,Artist,0.0,Average,4.0,Cat_6,C
462850,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,D
462853,Male,No,21,No,Healthcare,0.0,Low,2.0,Cat_6,D
462854,Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_6,D
462858,Female,No,32,Yes,Engineer,9.0,Low,4.0,Cat_6,D
462861,Female,No,30,Yes,Healthcare,8.0,Low,1.0,Cat_6,D
462866,Male,Yes,61,Yes,Doctor,1.0,Low,1.0,Cat_6,A
462868,Male,Yes,43,No,Entertainment,0.0,Average,4.0,Cat_4,B
462869,Male,No,25,Yes,Doctor,8.0,Low,1.0,Cat_6,A
462871,Male,Yes,46,No,Entertainment,0.0,Average,3.0,Cat_6,B
462872,Female,Yes,53,No,Engineer,12.0,Low,2.0,Cat_3,A
462874,Male,Yes,55,Yes,Doctor,0.0,High,2.0,Cat_6,C
462887,Female,Yes,42,No,Engineer,0.0,Low,3.0,Cat_6,A
462890,Female,No,26,Yes,Marketing,11.0,Low,1.0,Cat_6,D
462891,Male,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,D
462894,Male,Yes,39,Yes,Artist,4.0,Average,4.0,Cat_3,C
462900,Male,Yes,38,Yes,Artist,1.0,Average,3.0,Cat_6,C
462903,Male,Yes,69,Yes,Entertainment,,Average,2.0,Cat_6,C
462905,Female,No,25,No,Artist,6.0,Low,3.0,Cat_6,D
462914,Female,No,26,Yes,Artist,4.0,Low,4.0,Cat_6,D
462920,Male,Yes,51,No,Executive,0.0,High,5.0,Cat_6,B
462923,Male,Yes,30,No,Homemaker,8.0,Average,2.0,Cat_6,A
462925,Female,Yes,28,No,Homemaker,,Average,2.0,Cat_3,D
462927,Female,No,33,No,Homemaker,8.0,Low,2.0,Cat_6,D
462936,Female,No,41,Yes,Engineer,,Low,1.0,Cat_6,A
462941,Male,No,71,No,Lawyer,,Low,2.0,Cat_6,D
462944,Male,Yes,42,Yes,Executive,5.0,High,3.0,Cat_6,C
462951,Male,Yes,71,Yes,Lawyer,2.0,Low,1.0,Cat_6,A
462956,Male,Yes,35,No,Artist,6.0,Average,5.0,Cat_6,A
462958,Male,No,28,No,Marketing,0.0,Low,5.0,Cat_6,D
462963,Male,Yes,31,Yes,Artist,1.0,Average,2.0,Cat_3,C
462966,Male,Yes,43,Yes,Artist,2.0,Average,3.0,Cat_6,C
462968,Female,Yes,77,No,Lawyer,0.0,High,2.0,Cat_6,A
462971,Female,Yes,71,Yes,Engineer,0.0,Low,1.0,Cat_6,A
462976,Female,Yes,47,Yes,Engineer,0.0,Average,2.0,Cat_6,C
462981,Female,No,26,No,Homemaker,9.0,Low,1.0,Cat_6,D
462982,Male,Yes,40,No,Doctor,4.0,Average,4.0,Cat_6,B
462983,Female,Yes,72,Yes,Lawyer,0.0,High,2.0,Cat_6,B
462984,Female,Yes,73,Yes,Artist,1.0,High,2.0,Cat_6,C
462986,Male,No,26,Yes,Healthcare,1.0,Low,6.0,Cat_3,D
462992,Female,Yes,57,Yes,Engineer,,High,3.0,Cat_3,B
462993,Male,Yes,30,No,Artist,,Average,3.0,Cat_6,A
462994,Female,Yes,36,No,Artist,,Average,3.0,Cat_6,B
462998,Male,Yes,52,No,Entertainment,10.0,Average,4.0,Cat_6,C
463003,Male,Yes,42,Yes,Artist,3.0,Average,2.0,Cat_6,C
463012,Male,Yes,52,No,Engineer,,Low,1.0,Cat_6,A
463020,Male,Yes,28,Yes,Artist,0.0,Average,3.0,Cat_1,A
463023,Female,Yes,43,No,Homemaker,7.0,Low,1.0,Cat_6,D
463024,Male,No,43,Yes,Artist,,Low,1.0,Cat_6,B
463028,Male,No,25,No,Doctor,0.0,Low,4.0,Cat_6,D
463030,Male,Yes,52,Yes,Executive,1.0,High,3.0,Cat_6,C
463034,Female,No,28,Yes,Homemaker,9.0,Low,1.0,Cat_6,D
463037,Male,Yes,56,Yes,Entertainment,0.0,Average,4.0,Cat_6,C
463039,Male,Yes,38,No,Executive,12.0,High,7.0,Cat_6,D
463040,Male,Yes,83,No,Lawyer,1.0,High,2.0,Cat_6,A
463044,Male,Yes,82,Yes,Lawyer,,High,2.0,Cat_6,C
463047,Male,Yes,32,Yes,Homemaker,8.0,Low,,Cat_6,D
463051,Female,No,35,Yes,Homemaker,12.0,Low,1.0,Cat_6,D
463052,Male,Yes,40,Yes,Marketing,0.0,Low,2.0,Cat_6,D
463058,Female,No,25,Yes,Homemaker,13.0,Low,1.0,,D
463062,Female,Yes,39,Yes,Artist,,Average,3.0,Cat_6,C
463069,Male,No,25,Yes,Artist,7.0,Low,1.0,Cat_6,A
463075,Male,Yes,52,Yes,Artist,0.0,Low,4.0,Cat_6,C
463080,Male,No,33,No,Artist,0.0,Low,4.0,Cat_5,D
463083,Male,No,28,Yes,Artist,6.0,Low,3.0,Cat_6,A
463085,Female,No,43,Yes,Artist,0.0,Low,1.0,Cat_6,B
463086,Male,No,30,Yes,Artist,8.0,Low,,Cat_5,A
463088,Female,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6,C
463089,Male,Yes,48,Yes,Executive,6.0,High,4.0,Cat_6,C
463090,Female,Yes,55,No,Engineer,3.0,Average,2.0,Cat_6,B
463091,Female,Yes,37,Yes,Homemaker,8.0,Low,1.0,Cat_6,D
463094,Male,Yes,38,Yes,Engineer,11.0,Average,3.0,Cat_6,C
463096,Female,No,28,Yes,Doctor,,Low,3.0,Cat_6,D
463099,Male,Yes,86,Yes,Lawyer,,Low,1.0,Cat_6,A
463100,Female,No,35,No,Homemaker,9.0,Low,1.0,Cat_6,D
463102,Male,No,35,No,Entertainment,0.0,Low,2.0,Cat_6,A
463104,Female,Yes,46,No,Lawyer,0.0,Low,1.0,Cat_6,D
463106,Female,Yes,79,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
463108,Male,Yes,63,Yes,Lawyer,5.0,High,2.0,Cat_6,C
463118,Female,Yes,50,Yes,Doctor,,High,3.0,Cat_6,C
463120,Female,No,35,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
463129,Male,Yes,65,No,Doctor,,Low,1.0,Cat_6,A
463133,Male,Yes,50,No,Artist,0.0,Average,4.0,Cat_6,C
463138,Female,No,27,No,Homemaker,,Low,,Cat_3,D
463144,Male,Yes,45,Yes,Executive,0.0,High,3.0,Cat_6,C
463145,Female,No,36,Yes,Homemaker,0.0,Low,4.0,Cat_6,D
463146,Male,Yes,43,No,Entertainment,11.0,Average,2.0,Cat_6,A
463148,Male,Yes,62,Yes,Marketing,1.0,High,5.0,Cat_6,C
463149,Male,Yes,57,Yes,Artist,2.0,Average,2.0,Cat_6,C
463150,Male,No,51,No,Marketing,9.0,Low,1.0,Cat_6,D
463151,Male,Yes,59,Yes,Artist,0.0,Low,1.0,Cat_3,B
463154,Female,Yes,27,No,Artist,0.0,Low,4.0,Cat_6,A
463156,Female,Yes,83,No,Lawyer,,High,2.0,Cat_6,A
463157,Male,Yes,50,Yes,Entertainment,6.0,Low,3.0,Cat_6,A
463158,Male,Yes,75,Yes,Executive,1.0,High,3.0,Cat_6,C
463163,Male,No,28,No,Executive,2.0,Low,2.0,Cat_3,D
463164,Male,Yes,39,Yes,Artist,9.0,Average,2.0,Cat_6,C
463165,Female,Yes,69,Yes,Doctor,0.0,Average,2.0,Cat_6,C
463166,Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_4,B
463170,Female,,28,Yes,Healthcare,0.0,Low,5.0,Cat_3,D
463171,Female,Yes,39,No,Entertainment,1.0,High,3.0,Cat_3,A
463173,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_3,B
463174,Female,Yes,62,Yes,Engineer,1.0,Low,1.0,Cat_3,A
463175,Female,,41,No,Engineer,0.0,Low,4.0,Cat_3,A
463181,Male,Yes,49,Yes,Doctor,5.0,Average,3.0,Cat_5,C
463187,Female,Yes,52,Yes,Artist,8.0,Low,2.0,Cat_6,C
463192,Female,Yes,48,No,Entertainment,2.0,Average,,Cat_4,B
463195,Female,No,26,Yes,Healthcare,7.0,Low,2.0,Cat_3,D
463196,Female,Yes,72,Yes,Engineer,1.0,Low,1.0,Cat_6,A
463199,Female,Yes,47,Yes,Artist,0.0,Low,3.0,Cat_4,C
463201,Female,No,19,No,Healthcare,1.0,Low,2.0,Cat_4,D
463203,Female,No,21,No,Healthcare,1.0,Low,3.0,Cat_7,D
463204,Male,No,39,No,Entertainment,1.0,Low,1.0,Cat_6,A
463209,Female,No,52,Yes,Artist,0.0,Low,1.0,Cat_6,B
463218,Male,Yes,37,No,Entertainment,8.0,Average,3.0,Cat_6,A
463219,Male,Yes,51,No,Entertainment,0.0,Low,2.0,Cat_6,A
463220,Male,Yes,48,No,Engineer,1.0,Average,3.0,Cat_6,B
463221,Male,No,22,No,Healthcare,,Low,3.0,Cat_6,D
463224,Male,Yes,47,Yes,Executive,1.0,High,4.0,Cat_6,C
463240,Female,Yes,45,No,Engineer,0.0,Average,3.0,Cat_6,B
463242,Female,No,29,No,Engineer,5.0,Low,2.0,Cat_6,D
463244,Female,Yes,47,No,Doctor,1.0,Low,1.0,Cat_6,A
463245,Male,Yes,41,Yes,Entertainment,8.0,Average,2.0,Cat_6,C
463248,Female,Yes,32,No,Homemaker,9.0,Average,4.0,Cat_2,D
463251,Male,Yes,31,No,Marketing,2.0,Low,3.0,Cat_6,D
463256,Male,No,20,No,Marketing,1.0,Low,3.0,Cat_6,D
463258,Female,Yes,46,Yes,Artist,0.0,Average,3.0,Cat_6,C
463260,Male,Yes,70,Yes,Lawyer,3.0,Low,1.0,Cat_6,A
463265,Male,Yes,65,Yes,Artist,1.0,Average,3.0,Cat_6,C
463266,Female,Yes,68,,Artist,1.0,Average,2.0,Cat_6,C
463267,Male,Yes,29,No,Homemaker,9.0,Low,1.0,Cat_4,D
463269,Male,Yes,41,Yes,Entertainment,3.0,Average,2.0,Cat_3,B
463270,Male,Yes,50,No,Executive,0.0,Low,5.0,,D
463273,Male,Yes,38,Yes,Entertainment,9.0,Average,2.0,Cat_3,A
463276,Male,Yes,37,No,Executive,,Average,2.0,Cat_3,A
463277,Female,Yes,30,No,Engineer,6.0,Low,2.0,Cat_3,A
463278,Female,Yes,63,Yes,Engineer,1.0,Low,1.0,Cat_3,A
463280,Male,Yes,42,Yes,Artist,6.0,Average,2.0,Cat_3,C
463292,Male,Yes,41,No,Executive,0.0,High,3.0,Cat_6,B
463302,Female,Yes,60,Yes,Engineer,,High,4.0,Cat_6,B
463308,Male,Yes,46,Yes,Engineer,1.0,Low,2.0,Cat_3,A
463316,Female,Yes,83,No,Lawyer,0.0,High,2.0,Cat_6,A
463323,Male,Yes,27,Yes,Healthcare,3.0,Low,2.0,Cat_6,D
463324,Female,No,22,No,Healthcare,1.0,Low,4.0,Cat_2,D
463330,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,D
463332,Female,Yes,40,Yes,Engineer,0.0,Low,2.0,Cat_6,A
463334,Female,No,28,Yes,Doctor,0.0,Low,6.0,Cat_4,D
463335,Male,No,28,Yes,Doctor,,Low,1.0,Cat_4,A
463338,Male,Yes,28,No,Entertainment,0.0,Low,2.0,Cat_3,D
463340,Female,No,20,No,Healthcare,0.0,Low,4.0,Cat_3,D
463341,Female,Yes,53,No,Engineer,0.0,Average,6.0,Cat_3,B
463348,Female,Yes,35,Yes,Doctor,0.0,Low,2.0,Cat_6,A
463351,Female,No,21,,Healthcare,3.0,Low,4.0,Cat_5,D
463356,Male,No,30,Yes,Healthcare,6.0,Low,4.0,Cat_2,D
463360,Female,Yes,46,Yes,Artist,2.0,Low,1.0,Cat_6,C
463367,Female,No,36,Yes,Engineer,3.0,Low,4.0,Cat_2,A
463368,Female,Yes,38,Yes,Artist,4.0,High,3.0,Cat_2,C
463372,Female,Yes,26,No,Marketing,1.0,Average,2.0,,D
463375,Female,Yes,45,Yes,Doctor,1.0,Low,1.0,Cat_4,A
463376,Female,Yes,46,Yes,Executive,5.0,High,2.0,Cat_6,B
463378,Male,No,25,Yes,Doctor,0.0,Low,1.0,Cat_3,A
463379,Male,No,27,No,Marketing,0.0,Low,7.0,Cat_6,D
463386,Female,Yes,42,Yes,Doctor,6.0,Low,1.0,Cat_3,A
463387,Male,,20,No,Marketing,3.0,Low,2.0,Cat_3,D
463391,Male,Yes,55,Yes,Doctor,6.0,Low,1.0,Cat_3,A
463395,Male,No,25,No,Marketing,,Low,1.0,Cat_6,D
463404,Male,Yes,27,No,Doctor,,High,2.0,Cat_3,A
463406,Male,No,31,No,Marketing,0.0,Low,4.0,Cat_3,D
463409,Female,Yes,38,No,Entertainment,6.0,Average,5.0,Cat_2,D
463411,Male,Yes,43,Yes,Entertainment,,Average,2.0,Cat_6,C
463420,Female,Yes,59,Yes,Artist,2.0,High,3.0,Cat_6,C
463423,Male,Yes,61,No,Executive,1.0,Average,3.0,Cat_6,B
463427,Female,Yes,27,Yes,Engineer,1.0,Low,2.0,Cat_6,A
463428,Male,Yes,26,No,Executive,1.0,High,5.0,Cat_6,D
463431,Male,Yes,39,Yes,Artist,,Average,4.0,Cat_4,C
463437,Male,Yes,51,Yes,Artist,0.0,Average,3.0,Cat_6,C
463438,Male,Yes,47,No,Entertainment,0.0,Average,3.0,Cat_6,B
463443,Male,Yes,52,Yes,Artist,1.0,Average,4.0,Cat_6,C
463444,Male,Yes,59,Yes,Lawyer,,High,2.0,Cat_6,C
463447,Male,Yes,57,No,Engineer,1.0,Average,2.0,Cat_6,C
463452,Female,Yes,86,Yes,Lawyer,1.0,High,2.0,Cat_6,C
463460,Male,Yes,49,Yes,Artist,,Average,2.0,Cat_6,C
463461,Male,No,30,No,Doctor,,Low,4.0,Cat_4,D
463462,Female,Yes,43,No,Engineer,0.0,Average,4.0,Cat_6,B
463470,Male,No,19,No,Healthcare,,Low,5.0,Cat_2,D
463472,Male,No,20,No,Healthcare,,Low,4.0,Cat_6,D
463473,Male,No,19,No,Healthcare,,Low,3.0,Cat_6,D
463475,Female,Yes,43,Yes,Doctor,0.0,Low,1.0,Cat_6,A
463477,Male,No,31,No,Healthcare,0.0,Low,4.0,Cat_4,D
463483,Male,Yes,30,No,Executive,1.0,High,2.0,Cat_6,D
463491,Male,Yes,27,Yes,Doctor,8.0,Average,3.0,Cat_6,A
463493,Male,Yes,36,Yes,Executive,,High,4.0,Cat_6,B
463499,Male,Yes,47,Yes,Executive,0.0,Low,2.0,Cat_6,A
463500,Male,Yes,35,Yes,Executive,1.0,High,4.0,Cat_6,B
463503,Male,Yes,25,Yes,Entertainment,0.0,Low,2.0,Cat_7,D
463508,Female,Yes,25,No,Artist,0.0,Low,3.0,Cat_6,A
463509,Male,No,38,No,Artist,1.0,Low,1.0,Cat_3,A
463512,Female,No,32,No,Engineer,0.0,Low,3.0,Cat_6,D
463516,Male,Yes,48,No,Executive,1.0,High,6.0,Cat_6,B
463527,Female,No,38,No,Artist,10.0,Low,1.0,Cat_6,A
463528,Male,Yes,70,No,Executive,,High,2.0,Cat_6,B
463529,Male,No,42,Yes,Marketing,,Low,1.0,Cat_6,D
463533,Female,Yes,85,Yes,Artist,1.0,High,2.0,Cat_2,C
463537,Female,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
463545,Female,No,31,Yes,Doctor,1.0,Low,2.0,Cat_4,A
463548,Female,No,20,No,Healthcare,3.0,Low,4.0,Cat_4,D
463550,Female,Yes,37,Yes,Artist,0.0,Average,2.0,Cat_4,C
463553,Male,No,33,Yes,Artist,8.0,Low,2.0,Cat_6,A
463554,Female,No,52,No,Artist,5.0,Low,1.0,Cat_6,B
463557,Male,No,26,Yes,Doctor,0.0,Low,3.0,Cat_6,D
463560,Female,No,21,No,Healthcare,9.0,Low,5.0,Cat_4,D
463561,Female,No,42,Yes,Engineer,0.0,Low,1.0,Cat_6,A
463566,Female,Yes,35,Yes,Homemaker,,Average,4.0,Cat_2,A
463572,Male,Yes,39,Yes,Artist,0.0,Average,4.0,Cat_6,C
463577,Female,Yes,41,Yes,Doctor,1.0,Average,2.0,Cat_6,C
463586,Female,No,18,No,Healthcare,1.0,Low,5.0,Cat_6,D
463588,Male,No,22,No,Healthcare,0.0,Low,1.0,Cat_6,D
463598,Female,Yes,25,No,Engineer,2.0,Low,2.0,Cat_6,A
463601,Female,No,20,No,Healthcare,4.0,Low,5.0,,D
463603,Female,No,18,No,Entertainment,0.0,Low,4.0,Cat_2,D
463605,Female,No,20,No,Healthcare,1.0,Low,5.0,Cat_5,D
463606,Male,No,21,No,Marketing,0.0,Low,4.0,Cat_2,D
463614,Female,No,25,No,Healthcare,1.0,Low,4.0,Cat_3,D
463615,Female,Yes,60,Yes,Artist,,Average,2.0,Cat_6,C
463616,Female,Yes,46,No,Engineer,0.0,Average,5.0,Cat_3,B
463619,Male,Yes,68,No,Executive,1.0,High,2.0,Cat_6,B
463620,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,D
463623,Male,No,27,Yes,Doctor,0.0,Low,3.0,Cat_6,D
463624,Male,Yes,59,Yes,Executive,1.0,High,4.0,Cat_6,C
463628,Female,No,26,Yes,Artist,8.0,Low,1.0,Cat_6,A
463632,Male,Yes,26,Yes,Artist,0.0,Average,2.0,Cat_6,B
463638,Female,Yes,32,No,Doctor,1.0,Average,2.0,Cat_7,A
463639,Male,No,33,No,Healthcare,0.0,Low,6.0,Cat_6,D
463640,Male,No,28,Yes,Healthcare,0.0,Low,3.0,Cat_6,D
463644,Female,No,30,Yes,Healthcare,0.0,Low,3.0,Cat_7,D
463652,Female,No,32,Yes,Artist,,Low,1.0,Cat_6,B
463654,Female,No,41,No,Engineer,3.0,Low,3.0,Cat_3,A
463655,Male,Yes,42,Yes,Artist,13.0,Low,2.0,Cat_6,B
463661,Female,Yes,45,Yes,Doctor,1.0,Average,4.0,Cat_6,C
463663,Female,No,39,Yes,,1.0,Low,2.0,Cat_6,A
463664,Female,No,29,No,Engineer,0.0,Low,1.0,Cat_6,A
463665,Male,Yes,46,Yes,Entertainment,1.0,Average,3.0,Cat_6,C
463669,Female,Yes,26,Yes,Marketing,5.0,High,4.0,Cat_2,D
463670,Female,No,26,Yes,Healthcare,,Low,4.0,Cat_6,D
463689,Female,Yes,41,Yes,Doctor,1.0,Low,,Cat_6,C
463699,Female,Yes,38,Yes,Marketing,9.0,Low,3.0,Cat_6,D
463703,Male,Yes,69,No,Executive,1.0,High,4.0,Cat_6,B
463704,Male,No,46,Yes,Artist,0.0,Low,2.0,Cat_6,B
463707,Female,No,40,No,Artist,0.0,Low,1.0,Cat_5,A
463713,Male,No,25,No,Engineer,9.0,Low,3.0,Cat_4,D
463714,Male,Yes,59,No,,1.0,Average,2.0,Cat_4,B
463716,Male,No,26,No,Doctor,1.0,Low,4.0,Cat_6,D
463718,Female,No,33,Yes,Artist,0.0,Low,4.0,Cat_6,C
463722,Male,Yes,56,Yes,Executive,8.0,High,2.0,Cat_6,C
463724,Male,No,30,No,Healthcare,0.0,Low,5.0,Cat_4,D
463726,Female,No,26,No,Healthcare,0.0,Low,3.0,Cat_6,D
463727,Female,No,28,No,Doctor,0.0,Low,5.0,Cat_3,D
463728,Female,Yes,28,No,Doctor,0.0,Average,6.0,Cat_6,D
463732,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D
463734,Male,Yes,41,No,Executive,1.0,Average,3.0,Cat_6,B
463741,Male,Yes,37,Yes,Artist,0.0,High,3.0,Cat_6,C
463745,Male,Yes,59,Yes,Artist,1.0,Average,3.0,Cat_3,C
463747,Female,Yes,43,Yes,Artist,0.0,Average,2.0,Cat_6,C
463748,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,D
463753,Female,No,30,Yes,Healthcare,1.0,Low,5.0,Cat_2,D
463756,Male,Yes,66,No,Executive,0.0,Average,2.0,Cat_6,B
463761,Male,Yes,28,Yes,Artist,1.0,Average,3.0,Cat_6,C
463764,Male,Yes,49,Yes,Entertainment,0.0,Average,3.0,Cat_6,C
463766,Female,Yes,61,Yes,Artist,0.0,Average,3.0,,C
463767,Male,Yes,27,Yes,Artist,9.0,Average,2.0,Cat_6,B
463768,Female,Yes,35,No,Engineer,1.0,Low,1.0,Cat_4,A
463774,Male,Yes,33,Yes,Healthcare,0.0,Average,2.0,Cat_6,A
463776,Female,Yes,36,Yes,Artist,2.0,Average,2.0,Cat_6,C
463782,Female,No,27,Yes,Artist,9.0,Low,1.0,Cat_6,A
463783,Female,No,29,No,Healthcare,,Low,,,D
463784,Female,No,31,No,Engineer,1.0,Low,5.0,Cat_4,D
463785,Female,No,30,No,Healthcare,0.0,Low,4.0,Cat_4,D
463786,Female,Yes,43,Yes,Artist,,Average,2.0,Cat_6,C
463790,Male,Yes,47,No,Executive,1.0,Low,4.0,Cat_4,D
463792,Female,No,42,No,Engineer,,Low,1.0,Cat_6,A
463794,Female,No,33,Yes,Healthcare,,Low,5.0,Cat_2,D
463799,Female,No,36,Yes,Artist,1.0,Low,4.0,Cat_2,A
463800,Female,No,30,Yes,Engineer,1.0,Low,3.0,Cat_6,D
463804,Male,Yes,60,Yes,Artist,9.0,Low,1.0,Cat_6,B
463807,Female,No,32,Yes,Healthcare,0.0,Low,3.0,Cat_4,D
463811,Female,Yes,32,Yes,Artist,0.0,Average,2.0,Cat_4,C
463814,Female,No,28,No,Healthcare,7.0,Low,3.0,Cat_5,D
463816,Male,Yes,46,Yes,Healthcare,2.0,High,4.0,Cat_7,C
463818,Female,Yes,38,Yes,Artist,4.0,Low,1.0,Cat_6,B
463819,Male,Yes,28,,Artist,8.0,Low,,Cat_6,A
463821,Male,Yes,30,Yes,Entertainment,7.0,Low,2.0,Cat_6,A
463825,Female,Yes,52,Yes,Artist,0.0,Average,3.0,,C
463827,Female,Yes,46,Yes,Engineer,1.0,Average,4.0,Cat_6,B
463828,Male,Yes,37,No,Engineer,0.0,Average,2.0,Cat_1,A
463830,Female,No,25,Yes,Engineer,2.0,Low,3.0,Cat_6,D
463834,Female,Yes,43,Yes,Engineer,1.0,Average,4.0,Cat_6,B
463835,Male,No,32,No,Marketing,0.0,Low,4.0,Cat_6,D
463842,Female,Yes,50,Yes,Engineer,1.0,High,4.0,Cat_6,B
463847,Male,Yes,43,No,Artist,3.0,Average,3.0,Cat_6,C
463856,Male,Yes,37,Yes,Artist,0.0,Average,2.0,Cat_4,C
463857,Male,Yes,61,No,Healthcare,0.0,High,4.0,Cat_7,C
463859,Male,Yes,39,Yes,Artist,5.0,Average,2.0,Cat_6,C
463865,Male,Yes,46,Yes,Artist,1.0,Average,5.0,Cat_6,C
463877,Male,Yes,37,No,Entertainment,0.0,Average,4.0,Cat_4,A
463880,Female,Yes,36,No,Engineer,0.0,Low,3.0,Cat_2,A
463884,Female,No,28,No,Artist,0.0,Low,1.0,Cat_6,A
463891,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
463892,Male,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,B
463904,Male,Yes,82,Yes,Executive,1.0,Low,1.0,Cat_6,A
463917,Female,No,18,No,Healthcare,1.0,Low,8.0,Cat_4,D
463923,Female,No,18,No,Engineer,0.0,Low,4.0,Cat_6,D
463924,Female,No,36,Yes,Artist,1.0,Low,1.0,Cat_5,A
463926,Female,No,26,No,Engineer,1.0,Low,6.0,Cat_6,D
463931,Male,Yes,49,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
463932,Female,Yes,69,Yes,Artist,1.0,Average,3.0,Cat_6,C
463941,Female,No,29,No,Artist,1.0,Low,6.0,Cat_4,D
463943,Male,No,68,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
463946,Male,No,33,No,Healthcare,4.0,Low,3.0,Cat_4,D
463948,Male,Yes,38,No,Executive,3.0,High,5.0,Cat_6,B
463951,Male,Yes,52,No,Entertainment,1.0,Average,3.0,Cat_6,B
463955,Male,Yes,28,Yes,Artist,1.0,Low,2.0,Cat_6,A
463958,Female,No,27,No,Healthcare,1.0,Low,5.0,Cat_2,D
463961,Female,No,28,No,Engineer,0.0,Low,4.0,Cat_4,D
463963,Female,Yes,25,No,Engineer,7.0,High,3.0,Cat_6,A
463966,Female,No,30,Yes,Artist,8.0,Low,1.0,Cat_6,A
463978,Male,Yes,40,Yes,Artist,1.0,Average,3.0,Cat_2,C
463980,Female,No,25,Yes,Artist,0.0,Low,9.0,Cat_6,C
463981,Female,No,30,Yes,Artist,5.0,Low,1.0,,A
463983,Female,Yes,43,No,Engineer,0.0,Average,2.0,Cat_4,A
463986,Female,No,26,Yes,Artist,1.0,Low,4.0,Cat_6,D
463997,Female,Yes,37,No,Entertainment,0.0,Average,3.0,Cat_6,A
464000,Female,No,28,No,Healthcare,1.0,Low,5.0,Cat_7,D
